ln(St) - ln(St-k),"ln(Ft,t-k) - ln(St-k)"
0.2263131261,-0.133783377
0,-0.02920603253
-0.05681040618,0.02049852155
0.05712844815,0.08376988307
0.1861456532,0.1477261457
0.2133712948,0.1217457524
-0.00630305117,0.04904330251
-0.2312288581,-0.1455252239
-0.5737624586,-0.3224480303
-0.4604552644,-0.3115235004
-0.2106568444,-0.2183888417
-0.2806743353,-0.2127372662
-0.1191767641,-0.1403192007
-0.01366285048,-0.04047410793
-0.04960557549,-0.01540071507
-0.07528306042,-0.05340480289
-0.01333988338,0.001418775362
0.07268255428,-0.03262770886
-0.003696861881,-0.04336211827
-0.01767551116,-0.06065269948
-0.03432045834,-0.06552866479
-0.07368016466,-0.09227670244
-0.04086079105,-0.04572224934
0.03948218524,0.02428432433
0.0312525435,0.01522738795
0.08119506602,0.02484928283
0.05795827676,-0.00309119257
-0.01986018291,-0.02574832553
-0.07414276384,-0.04439008938
-0.0759615408,-0.04352626505
-0.1486029208,-0.05836950761
-0.1834394999,-0.04865050912
-0.1714185215,-0.0466735665
-0.09293666516,-0.01416385095
-0.1617207387,-0.006557400546
-0.2341007992,0.01425686062
-0.3575214451,0.009823261703
-0.3046537592,0.0009704027933
-0.3447253784,0.00779731046
-0.3279359543,0.01017697177
-0.169418152,0.01585761673
-0.02906555521,0.05571322033
0.08004270767,0.06285925962
0.1042664236,0.05891860367
-0.06770122522,0.03246358376
0.08331068444,0.08167803101
0.1645583262,0.116702305
0.2420186311,0.163682684
0.156311421,0.08151020787
0.2390386517,0.1269490027
0.2232787687,0.09537164451
0.1260329351,-0.002369669355
0.1071066691,-0.03841273818
-0.02509279591,-0.06781353915
-0.1541506798,-0.07410797215
0,0.008505863588
-0.03036391146,0.005963693468
-0.03638800559,-0.02336035036
-0.0229766342,-0.004998621905
0.02337335119,0.008968669983
0.06116824782,-0.02868370944
-0.04140806852,-0.04140806852
0.01911708956,-0.07022322789
0.0521025841,-0.1016600325
0.1153685002,-0.03666178777
0.1271894861,-0.0115608224
0.175082051,-0.01781144473
0.1350716856,-0.03653374333
0.2378580217,-0.03598763277
0.3235940735,-0.03990121675
0.2502748954,-0.06358554669
0.194607244,-0.1079213365
0.3791928946,-0.04850835495
0.2118207335,-0.1374871519
-0.05603572584,-0.1835332827
-0.03797620486,-0.1619641445
0.0225178391,-0.1260407209
-0.001913876182,-0.15758231
-0.03083287504,-0.1272547837
-0.09963412132,-0.1764958625
-0.2177234838,-0.2030433923
-0.09753964394,-0.1523678304
-0.1192578068,-0.1703513808
-0.3027121559,-0.2292384766
-0.3141153295,-0.1677695674
-0.1651302758,-0.04123258783
-0.2790634322,-0.007376478001
-0.2582657969,-0.01395139719
-0.3050738152,-0.01641755851
-0.2643865098,0.01005033585
-0.3508753662,-0.005476737613
-0.3220936981,0.007620052111
-0.4622902997,-0.03801275559
-0.2670240608,-0.03770383763
-0.2836865838,0.01503008341
-0.4524711505,0.05514075868
-0.3564259503,0.06304845163
-0.191430273,0.1354725126
-0.2407544758,0.1010591576
0.0852771472,0.1347489747
0.2050867676,0.1386171226
0.1719244877,0.1719244877
0.3056408848,0.1396701473
0.4311201905,0.1597038765
0.314729332,0.05484954089
0.5304650657,0.1108240653
0.6619158574,0.2687881231
0.7132751963,0.1456977454
0.6970610799,0.08923113373
0.8121067402,0.08884343857
0.5964338689,-0.05267598583
0.3657440912,-0.1067906196
0.4242891934,-0.03627967408
0.4080537712,-0.05871483439
0.4593528583,-0.09818816038
0.2156073101,-0.1494879655
0.301056132,-0.2174478484
0.3491987912,-0.1117666875
0.2850352217,-0.2679512129
0.278459992,-0.2493632081
-0.03086211138,-0.2368954187
-0.05992654151,-0.295269112
0.01805169667,-0.139817706
0.02114243657,-0.1190950848
-0.01914100547,-0.1808748272
-0.1359078405,-0.2281560931
-0.04397131591,-0.08479331043
-0.2286690545,-0.1844978362
-0.1255955754,-0.09696524517
-0.3333578254,-0.2012145062
-0.4679950033,-0.2393895305
-0.3210690885,-0.1174565964
-0.3678023205,-0.1568293048
-0.3407896851,-0.09370504302
-0.190034757,-0.04871409251
-0.07855049761,-0.08197711433
-0.0388119141,-0.08378014967
-0.03646641448,-0.05199529512
0.01916991611,-0.09008665455
-0.00663964077,-0.08915270543
0.2125886844,-0.01115891408
0.363028654,0.008930729158
0.3366191982,0.06135057466
0.3040543684,0.04580953603
0.4710297966,0.05541722283
0.4326900201,-0.003225066145
0.3300991454,-0.07700665221
0.1287563606,-0.1066234764
0.01917491737,-0.06151399388
0.09578390498,-0.08870508696
0.1109334112,-0.1019942002
0.0524313629,-0.1232326404
0.03612130841,-0.2064527507
0.07021671205,-0.1234012867
0.07932728748,-0.1095426298
-0.02564659313,-0.2462448826
-0.02998861707,-0.2358318855
-0.1020266741,-0.299039586
0.1526768402,-0.2040771208
0.3264554584,-0.05989814158
0.2347137059,-0.1611666642
0.2783642014,-0.1497988951
0.193231052,-0.1411381345
0.3274265148,-0.1660467309
0.366353978,-0.1103195188
0.5337152026,-0.09733903145
0.5318461485,-0.1181941692
0.4126145615,-0.1337071241
0.2735892854,-0.1411244435
0.2874054855,-0.1584926886
0.3695944818,-0.1252563613
0.3934437917,-0.1240223635
0.2205323215,-0.1211424837
0.3383982773,-0.05549273826
0.2546068208,-0.116841698
0.3632770337,-0.08261803745
0.3284396008,-0.1373374061
0.2466668599,-0.09625730516
0.1958666946,-0.06865853757
0.2770387512,-0.04664057745
0.2361703659,-0.05173016639
0.2719061099,-0.05236175209
0.1029930946,0.003603607503
0.2927476599,0.0582081889
0.3243314329,0.0167910833
0.232515427,0.04193995344
0.1993189786,0.0410795146
0.07621938075,-0.003050775955
0.05891813676,0.007070356644
0.05136859276,0.02315684024
0.02430106657,0.0470274045
0.0336667054,0.04844684867
-0.1066373414,0.04068064177
-0.05471879321,0.09351733441
-0.0754133875,0.0473383128
-0.08731495926,0.04595072325
-0.08150494422,0.04095103655
-0.1440793784,0.03011152092
-0.05129329439,0.05185765124
0.1071948698,0.07020667102
0.1629003541,0.08920787142
0.3296136164,0.125753908
0.4037211521,0.09382584788
0.373679422,0.09314866143
0.5012859413,0.08186687442
0.3953259479,0.08883040451
0.4357198516,0.06066927205
0.4355955445,0.08080333751
0.5724110307,0.08041517624
0.588776554,0.02404365194
0.582244906,-0.06347358099
0.5163210312,-0.05539621492
0.3463598637,-0.07790196861
0.06263254851,-0.09643214611
-0.2686629458,-0.04342749765
-0.567224364,-0.05834809442
-0.7213336279,-0.0215938764
-0.8933815568,-0.02939483297
-0.8195317819,-0.0475800284
-0.8262505718,-0.05275093262
-0.9127633914,-0.01304108583
-0.7473017072,0.006195056663
-0.5740039414,0.004984333818
-0.5083170804,0.01768438223
-0.3636261428,0.02395559283
0.04046210083,0.09180496204
0.3468899494,0.1839125497
0.5497013309,0.2884105066
0.6439730655,0.2933640758
0.487636572,0.1911815061
0.4725677977,0.1989300829
0.4937797565,0.1778449372
0.2617492476,0.07101164374
0.05673702811,0.07243046266
0.08524596067,0.1112180567
0.1208910906,0.07911867619
0.01838261264,0.06417554633
0.03784614249,0.06120504921
0.05230856557,0.1006132403
0.058131003,0.06204676
0.2260751807,0.07095737403
0.1460840871,0.03817727512
0.1464460858,0.02522826243
0.2141186192,0.07360208184
0.4319246191,0.0838519593
0.3059590871,0.0515378764
0.1894734594,0.05973759141
0.2856639083,0.1070970493
0.1048476919,0.06733253845
-0.02776745666,0.04994152767
0.1025149538,0.03343776563
0.09373708536,0.03283218314
0.06954953758,0.07841430803
0.01545182956,0.04477005331
0.003274244003,0.007654289214
-0.1006610806,-0.002460674411
0.02090937091,0.02348067846
-0.09779702547,0.04858054254
-0.119037741,0.04495138786
-0.008480855943,0.02973042042
