,0
0,-0.08045735734013354
1,-0.16390002066648623
2,-0.17717048372324135
3,-0.14057050251844244
4,0.10212950161624998
5,0.4117246152031249
6,0.6031092968185079
7,0.26473735186102676
8,-0.26319245698539734
9,-0.1620742414802503
10,-0.29924630624141535
11,-0.3530210822186782
12,-0.04812251786929982
13,0.10790345602712889
14,0.0732548734236082
15,-0.01723153032569636
16,0.007786472355236003
17,0.06982703126807017
18,0.01868927735083996
19,0.04201036580274982
20,-0.03787926181353725
21,-0.19446537512108833
22,-0.1247162030379772
23,-0.037917128837414354
24,0.008702365442528556
25,0.08701068421568184
26,0.10954776465987513
27,0.03331238164507697
28,-0.022535106382596124
29,-0.018614478989740835
30,-0.007080525317293828
31,-0.043300562758121955
32,-0.0948966143609971
33,-0.06904700226428011
34,0.006298706636988874
35,0.032164583913277825
36,-0.006669233560504067
37,-0.016721282564318093
38,-0.041445245267340225
39,-0.10908901326544188
40,-0.13294807793431837
41,-0.06298482548972795
42,0.013673096647437086
43,-0.1048776215923142
44,-0.22079365258562839
45,-0.20610101448930995
46,-0.04678050415569899
47,-0.023131837745780478
48,-0.04365830574995555
49,0.12459923592376411
50,0.1892897446391383
51,0.1359974606338128
52,0.11421209417953224
53,-0.075544400722347
54,-0.0836340166817098
55,0.020187147996956492
56,-0.03263870451127883
57,-0.023531088867808823
58,0.014382309433360843
59,0.031058968812787736
60,0.038966687874373206
61,0.09521709763920985
62,-0.009187336902971547
63,-0.14503140894354594
64,-0.07374092089659937
65,0.02890172313021083
66,0.0005778000183403915
67,-0.0031197341048359584
68,0.0450916445597704
69,0.10656128882967703
70,-0.01735023339179686
71,0.02500577891966332
72,0.2003639009068686
73,0.10977305794949208
74,-0.012889366828560025
75,0.04185975226803973
76,0.06653439149228288
77,0.10422501604329776
78,0.19187890762953885
79,0.06751994167459105
80,-0.0005783758358430813
81,0.11324763888432578
82,0.03208771093662384
83,-0.2143371456884876
84,-0.15215750031507966
85,-0.0001691359673327902
86,0.018308117030969094
87,-0.02947942407916505
88,-0.05170516785993365
89,-0.023194775743190954
90,0.03425936526356446
91,0.05209026980704813
92,-0.10817421728010894
93,-0.19199281226633236
94,-0.13125896584211935
95,-0.16208634887590703
96,-0.11563195880738605
97,-0.03868007396285855
98,-0.06940265136708527
99,-0.138097762525615
100,-0.118379655066986
101,-0.12540185274646967
102,0.0868294871706822
103,0.04105085653085542
104,-0.3682529203530234
105,-0.20500151558125992
106,0.0570799398389295
107,-0.014321315115334377
108,0.24779666623472438
109,0.39262198071709126
110,0.0007140186912468621
111,0.04918536484522786
112,0.18914339756577273
113,0.12894057709083123
114,0.1695145639643677
115,-0.020052303404725906
116,0.029631170726544583
117,0.15959345227558885
118,0.14815908580479148
119,0.21368420363026397
120,0.006991945390804655
121,-0.1091224796253344
122,0.08942012510503335
123,0.23736471599402528
124,-0.03548182703096831
125,0.06260587624571062
126,0.11227154337536077
127,0.011893148357202279
128,0.08126046682329771
129,-0.16938623997196667
130,-0.13275030031388535
131,0.04437682105816068
132,-0.06081595802642437
133,0.028199994569256474
134,0.05515636947060359
135,-0.09992261303370507
136,-0.07445693248176667
137,0.007315258913026248
138,-0.11270578799822609
139,-0.2603614919503174
140,-0.20846860614167198
141,-0.08160789554729908
142,-0.014044953668275158
143,0.06345827571459246
144,0.25915335631224823
145,0.20553695493196214
146,-0.047785400347634614
147,-0.01258846630956322
148,0.05493693825117257
149,0.07600394573744124
150,0.13480559193184757
151,-0.06540963244358337
152,-0.1203534851171876
153,0.14478085958193762
154,0.22117733093014377
155,0.19584007234053383
156,-0.04526070124484132
157,-0.2787308116470301
158,0.011297339421303648
159,0.1564675118382668
160,0.06963406189422178
161,0.06269289012351621
162,-0.03807920302786336
163,-0.07192513192508997
164,0.045155489947576115
165,0.11174929666909672
166,0.08966962113779826
167,0.10836703715799896
168,0.10275757466484779
169,0.05757333686454302
170,0.12395703761967039
171,-0.010103051534665881
172,0.09004921065190147
173,0.12092170797091072
174,0.13521805497151973
175,0.20061828734993076
176,-0.004820559648285119
177,-0.18249215016641973
178,-0.03100155013434735
179,0.16118279186888423
180,0.12059602770700378
181,-0.07355129619914394
182,-0.09400885196913605
183,0.08040227896062621
184,0.12748368826162157
185,0.1571494542996872
186,0.05431242036638301
187,-0.16025364106547504
188,-0.15970407608134204
189,-0.003471948104811568
190,0.13879974527975714
191,-0.022945933189642078
192,-0.05187041294253496
193,0.11211786862926817
194,0.03567247349801135
195,-0.008321736909599288
196,0.01542431581521108
197,-0.0763188664283778
198,-0.2014268743899566
199,-0.21373825236080504
200,-0.036622390493549165
201,-0.016747293415312385
202,-0.12215017784410748
203,-0.026571454199058472
204,0.09554968683323482
205,0.02406413711361735
206,-0.06791372302084855
207,0.030331789429490892
208,0.1667257887391924
209,0.030219511161055937
210,0.04467364639562479
211,0.2450870886268045
212,0.08937066379529997
213,0.023427191864417905
214,0.028652399451842905
215,0.05266629984107434
216,0.09150555672609888
217,0.10486064729119282
218,0.2219048074936639
219,0.2075247193320954
220,-0.03771398731721332
221,-0.20905480802831708
222,-0.22630520558990289
223,-0.5457503203816486
224,-0.6115616936823021
225,-0.447736602998086
226,-0.3175626335607738
227,-0.11831398332849381
228,0.04616540005737296
229,0.05459988677582579
230,0.22957040324228625
231,0.26989470411107813
232,0.015414062306345816
233,-0.02913110938778154
234,-0.028769991467998843
235,0.06897960915304552
236,0.07003945015550672
237,0.005916490707710057
238,-0.09571278283420068
239,-0.01972184856883007
240,0.11236691501153666
241,0.05841837196463018
242,-0.14239405487847925
243,-0.17329517219501034
244,0.029853854155792024
245,-0.07179701050719749
246,-0.008757109458941042
247,0.07927580112604425
248,0.021231884490259728
249,0.09109496671190564
250,0.05781277259747565
251,0.03599794397257925
252,0.10288087620873451
253,0.12485688874095939
254,-0.056303391710782955
255,-0.1946691624200509
256,-0.09044779536117459
257,-0.09211529149215339
258,-0.21177916667979252
259,0.029612363888662868
260,0.2230735236614034
261,0.04839973741345559
262,-0.032566953921520696
263,0.06523155351953014
264,0.027092237102427644
265,-0.0388642413826221
266,-0.19404450307731644
267,-0.22659791923738853
268,0.00013458613771289915
269,0.10765061230079374
270,0.027949774542891995
