Uniform Calendar k,coef(a),std err(a),z(a),P>|z|(a),95% CI Lower(a),95% CI Upper(a),coef(b),std err(b),z(b),P>|z|(b),95% CI Lower(b),95% CI Upper(b),Wald Test Result
1,-0.001296133471,0.001179036725,-1.099315605,0.271630428,-0.00360700299,0.001014736047,1.317355675,0.2490491225,5.289541524,1.23E-07,0.8292283645,1.805482985,0.4372083362
