Uniform Calendar k,coef(a),std err(a),z(a),P>|z|(a),95% CI Lower(a),95% CI Upper(a),coef(b),std err(b),z(b),P>|z|(b),95% CI Lower(b),95% CI Upper(b),Wald Test Result,T-Test coef,T-Test std err,T-Test t,T-Test P>|t|,T-Test 95% CI Lower,T-Test 95% CI Upper,significance(a),significance(b),significance(wald),significance(t)
55,-0.0280101796541412,0.0099634565973711,-2.8112913806972952,0.0049343077821223,-0.0475381957465168,-0.0084821635617657,2.589360268203001,0.1189613453464899,21.76640034341543,4.831148706175915e-105,2.3562003157714493,2.822520220634553,9.349267058964968e-41,-0.0280101796541412,0.0099634565973711,-2.8112913806972952,0.0049343077821223,-0.0475381957465168,-0.0084821635617657,***,***,***,***
56,-0.0317639135112288,0.0115704500889704,-2.7452617026115336,0.0060462660483553,-0.0544415789705293,-0.0090862480519284,2.5674585363955096,0.1556955863004808,16.490246110384312,4.3118956709598035e-61,2.262300794694719,2.8726162780963,9.68100764908024e-23,-0.0317639135112288,0.0115704500889704,-2.7452617026115336,0.0060462660483553,-0.0544415789705293,-0.0090862480519284,***,***,***,***
57,-0.0384023828556795,0.0154685266581663,-2.4826141302478626,0.0130422280687756,-0.0687201379995832,-0.0080846277117757,2.7560241099523783,0.4360477066085055,6.320464637661321,2.6077800373567936e-10,1.9013863094584196,3.610661910446337,0.000230338344871,-0.0384023828556795,0.0154685266581663,-2.4826141302478626,0.0130422280687756,-0.0687201379995832,-0.0080846277117757,**,***,***,**
58,-0.045200861424902,0.0095780934934467,-4.719191920169504,2.367833494915458e-06,-0.063973579712615,-0.0264281431371889,1.440150760458432,0.3237668466467921,4.448110655472825,8.662890136087314e-06,0.8055794016426168,2.0747221192742478,5.284793320239562e-08,-0.045200861424902,0.0095780934934467,-4.719191920169504,2.367833494915458e-06,-0.063973579712615,-0.0264281431371889,***,***,***,***
59,-0.0191265780021669,0.0092996877279539,-2.0566903493624267,0.039716021068483,-0.0373536310164257,-0.0008995249879082,3.4545132271825154,0.5476454506476887,6.307937412968438,2.827785126258654e-10,2.381147867615838,4.527878586749193,4.195457664598678e-08,-0.0191265780021669,0.0092996877279539,-2.0566903493624267,0.039716021068483,-0.0373536310164257,-0.0008995249879082,**,***,***,**
60,-0.0251832489124778,0.0094942697997272,-2.6524682196414138,0.0079905649713277,-0.0437916757794496,-0.006574822045506,2.325903607897666,0.0978477130419085,23.77064864971829,6.721175575622338e-125,2.134125614365915,2.5176816014294165,3.500064832257861e-74,-0.0251832489124778,0.0094942697997272,-2.6524682196414138,0.0079905649713277,-0.0437916757794496,-0.006574822045506,***,***,***,***
61,-0.020715743986115,0.0109154301611953,-1.897840367277507,0.0577171137913282,-0.0421095939778202,0.0006781060055901,2.0056732511254416,0.148492146335336,13.506931515395303,1.4233123544230218e-41,1.7146339923211316,2.296712509929752,5.455049309630126e-22,-0.020715743986115,0.0109154301611953,-1.8978403672775068,0.0577171137913283,-0.0421095939778202,0.0006781060055901,*,***,***,*
62,-0.0114994983291531,0.011243287106318,-1.022787928513467,0.3064081267941483,-0.03353593612538,0.0105369394670736,1.4973007003776246,0.0298699151992168,50.12738370334859,0.0,1.4387567423658942,1.555844658389355,5.152948254288289e-62,-0.0114994983291531,0.011243287106318,-1.022787928513467,0.3064081267941483,-0.03353593612538,0.0105369394670736,,***,***,
63,-0.0129771155339489,0.0112931317291541,-1.149115749747919,0.2505082548590935,-0.0351112469957575,0.0091570159278596,0.4073948022853416,0.438984465963363,0.9280392220515208,0.3533872245704148,-0.452998940775399,1.2677885453460824,0.002622744091887,-0.0129771155339489,0.0112931317291541,-1.149115749747919,0.2505082548590935,-0.0351112469957575,0.0091570159278596,,,***,
64,-0.0128951049456062,0.0153734979744492,-0.8387879561982508,0.4015883103732561,-0.0430266072919262,0.0172363974007137,1.6314916471650551,0.1550500150209793,10.52235723385324,6.814696502056655e-26,1.3275992019215417,1.9353840924085688,1.9595722224854792e-10,-0.0128951049456062,0.0153734979744492,-0.8387879561982508,0.4015883103732561,-0.0430266072919262,0.0172363974007137,,***,***,
65,-0.0272277825039774,0.0116499350830054,-2.337161736093832,0.0194307759345369,-0.0500612356888977,-0.0043943293190571,0.8018364153409102,0.164583261945497,4.871919573488853,1.1051916090128766e-06,0.4792591494696143,1.124413681212206,0.0001186297620747,-0.0272277825039774,0.0116499350830054,-2.337161736093832,0.0194307759345369,-0.0500612356888977,-0.0043943293190571,**,***,***,**
66,-0.0380845374005673,0.011815579233306,-3.223247599509434,0.0012674594379271,-0.0612426471543266,-0.014926427646808,1.928886173226136,0.1098738341908412,17.555464296220244,5.402342636480034e-69,1.7135374153687617,2.1442349310835103,1.0100596487439022e-16,-0.0380845374005673,0.011815579233306,-3.223247599509434,0.0012674594379271,-0.0612426471543266,-0.014926427646808,***,***,***,***
67,-0.0084051682631718,0.0090390581347234,-0.9298721324607322,0.3524372932638751,-0.0261213966613935,0.0093110601350499,1.7224020371850297,0.0975883596219943,17.649666864539,1.0235818999790368e-69,1.531132367015578,1.9136717073544816,2.9714858185506527e-24,-0.0084051682631718,0.0090390581347234,-0.9298721324607322,0.3524372932638751,-0.0261213966613935,0.0093110601350499,,***,***,
68,-0.0210719010743912,0.0099371870574763,-2.120509652531665,0.0339630883816634,-0.0405484298146824,-0.0015953723341001,1.6026230744160026,0.0680075961450596,23.565353949544395,8.737738582748465e-123,1.4693306352965405,1.7359155135354647,8.377817104315354e-18,-0.0210719010743912,0.0099371870574763,-2.120509652531665,0.0339630883816634,-0.0405484298146824,-0.0015953723341001,**,***,***,**
69,-0.0157584880192367,0.0129345348118085,-1.2183266154148895,0.2230998797673313,-0.0411097104071609,0.0095927343686875,1.7826632940731504,0.0712452635728555,25.02149903972486,3.567688984252156e-138,1.64302514340129,1.9223014447450109,7.472759111711938e-54,-0.0157584880192367,0.0129345348118085,-1.21832661541489,0.2230998797673312,-0.0411097104071609,0.0095927343686875,,***,***,
70,-0.0145848288184592,0.0106269689830078,-1.3724354368380896,0.1699279247999872,-0.0354133052899789,0.0062436476530604,1.7237959222565733,0.1539479819879921,11.197262218033025,4.205291963811608e-29,1.4220634220674877,2.025528422445659,8.29018916569918e-08,-0.0145848288184592,0.0106269689830078,-1.3724354368380896,0.1699279247999872,-0.0354133052899789,0.0062436476530604,,***,***,
71,-0.0267794738019181,0.0127936564980064,-2.093183743528765,0.0363327553518488,-0.0518545797685875,-0.0017043678352487,1.880768114538926,0.1316740413032803,14.28351477575612,2.772575967559838e-46,1.6226917358856572,2.1388444931921957,1.8366527619357926e-16,-0.0267794738019181,0.0127936564980064,-2.093183743528764,0.0363327553518488,-0.0518545797685875,-0.0017043678352487,**,***,***,**
