Date,ln(St) - ln(St-k),"ln(Ft,t-k) - ln(St-k)"
1/30/1990,0.2272777878,-0.1342241969
2/28/1990,0.01611082027,-0.02967017735
3/30/1990,-0.05352110144,0.01754430965
4/30/1990,0.0592882762,0.08592971112
5/31/1990,0.1835610097,0.1437112278
6/29/1990,0.2159624033,0.1229180855
7/31/1990,-0.0004862630779,0.0548600906
8/31/1990,-0.2350539074,-0.1502723572
9/28/1990,-0.5733704622,-0.3229541032
10/31/1990,-0.4618242013,-0.313791718
11/30/1990,-0.2220265688,-0.2263295014
12/31/1990,-0.2820798169,-0.2141427478
1/31/1991,-0.1341839212,-0.1568941658
2/28/1991,-0.01832032396,-0.04671762457
3/29/1991,-0.04907038682,-0.01540071507
4/30/1991,-0.07414462031,-0.05483507727
5/31/1991,-0.01332084398,0
6/28/1991,0.07358671348,-0.03262770886
7/31/1991,0.00643089033,-0.04428420225
8/30/1991,-0.0204042445,-0.06155076869
9/30/1991,-0.03615127141,-0.06642794543
10/31/1991,-0.06473891333,-0.08884763779
11/29/1991,-0.03795522,-0.04572224934
12/31/1991,0.03891940245,0.02271651633
1/31/1992,0.0291535483,0.0136413448
2/28/1992,0.081153339,0.02431409416
3/31/1992,0.05198571751,-0.005659907057
4/30/1992,-0.02129799768,-0.0271861403
5/29/1992,-0.07455994956,-0.04529424857
6/30/1992,-0.08601287466,-0.05457610124
7/31/1992,-0.1483650364,-0.05653884348
8/31/1992,-0.1791578806,-0.04771897668
9/30/1992,-0.1796681859,-0.05218575317
10/30/1992,-0.09957457859,-0.017069422
11/30/1992,-0.1597750388,-0.007562425756
12/31/1992,-0.2381347858,0.01476981268
1/29/1993,-0.3566044693,0.00932980006
2/26/1993,-0.2979636808,0.004374247558
3/31/1993,-0.3433451159,0.00779731046
4/30/1993,-0.329099289,0.009689998301
5/31/1993,-0.169233922,0.0148591144
6/30/1993,-0.02801907431,0.05730600007
7/30/1993,0.07669262079,0.05950917273
8/31/1993,0.1070039014,0.06165608142
9/30/1993,-0.06169356901,0.03619592613
10/29/1993,0.07872730595,0.07872730595
11/30/1993,0.1674546455,0.1212492436
12/31/1993,0.2411620568,0.1622722465
1/31/1994,0.1535880919,0.07822397422
2/28/1994,0.2425404168,0.1255687402
3/31/1994,0.2255763137,0.09604800571
4/29/1994,0.1253717153,-0.003552401604
5/31/1994,0.1066711318,-0.03786643934
6/30/1994,-0.0256223167,-0.06781353915
7/29/1994,-0.1553007662,-0.07410797215
8/31/1994,0.001135718464,0.006230549751
9/30/1994,-0.02593248767,0.007596346892
10/31/1994,-0.03473738623,-0.02170973101
11/30/1994,-0.02183126166,-0.005552485115
12/30/1994,0.02774872822,0.00840576538
1/31/1995,0.0557745804,-0.03356573704
2/28/1995,-0.04190249165,-0.04302925234
3/31/1995,0.0211511625,-0.07074474028
4/28/1995,0.0512196178,-0.1006781964
5/31/1995,0.1040354857,-0.03613226698
6/30/1995,0.1288455173,-0.01041073602
7/31/1995,0.1716710187,-0.02122247703
8/31/1995,0.134229863,-0.0393325137
9/29/1995,0.2378580217,-0.03598763277
10/31/1995,0.3144843468,-0.04160045251
11/30/1995,0.2410447616,-0.06852382833
12/29/1995,0.1930114015,-0.1074096967
1/31/1996,0.3772942311,-0.04963511563
2/29/1996,0.2092651481,-0.1400427373
3/29/1996,-0.05417092344,-0.1816684803
4/30/1996,-0.02905773448,-0.1501016092
5/31/1996,0.02151696722,-0.1265466658
6/28/1996,0.003816798527,-0.15758231
7/31/1996,-0.03178023162,-0.1292117315
8/30/1996,-0.09715457629,-0.1764958625
9/30/1996,-0.2077665184,-0.1956329014
10/31/1996,-0.09561130041,-0.1480759783
11/29/1996,-0.1162020077,-0.1682438985
12/31/1996,-0.3029851853,-0.2284665738
1/31/1997,-0.3135485967,-0.1677695674
2/28/1997,-0.1651302758,-0.04123258783
3/31/1997,-0.2761193673,-0.004432413068
4/30/1997,-0.2488422391,-0.01345647018
5/30/1997,-0.299818919,-0.02214823322
6/30/1997,-0.2647384226,0.009040744652
7/31/1997,-0.3449278951,-0.007956282647
8/29/1997,-0.3204266832,0.005073577601
9/30/1997,-0.4636819589,-0.03564924704
10/31/1997,-0.2648792728,-0.03865215443
11/28/1997,-0.2784893965,0.01607501558
12/31/1997,-0.4397574756,0.05457402588
1/30/1998,-0.3489848246,0.06304845163
