ln(St) - ln(St-k),"ln(Ft,t-k) - ln(St-k)"
-0.2841609421,-0.09910927436
-0.04026117997,-0.02206144391
0.297983856,0.02339287957
0.7566232443,0.08575204427
0.7054277861,0.135755928
0.5247874561,0.1055362471
0.3181461132,0.0536346788
-0.237707363,-0.08236360287
-0.7237290319,-0.180046243
-0.5848389841,-0.1925353342
-0.3194941335,-0.1070951215
-0.2971027733,-0.1532134726
-0.04656423114,-0.1307497497
0.123565404,-0.04975618385
0.1257323376,-0.01747218137
0.05882686852,-0.03544920827
0.1007593169,0.01596278026
0.04377482905,-0.008793412792
-0.1256552689,-0.02380509142
-0.1636294238,-0.03334403447
-0.1739892952,-0.03898682238
-0.1841203495,-0.05587554003
-0.0297683214,-0.03361263175
0.1452950872,0.0109233856
0.1335313926,0.01366285048
0.1576624019,0.02380435065
0.09978947061,0.006664982376
0.04041903565,-0.007220247973
-0.06976851628,-0.01641623733
-0.08247622182,-0.01351686858
-0.1147013691,-0.02453258882
-0.05847377082,-0.02212375478
-0.05248190809,-0.0228288507
-0.008767713253,-0.004861458286
0.03167013816,-0.002516991009
0.02631730832,0.01375117161
-0.07213558493,0.009823261703
-0.1416083061,0.006290850652
-0.1111393029,0.01408816111
-0.08856241761,0.01594621854
-0.1682354197,0.01880312696
-0.2001992475,0.04308997773
-0.232555716,0.04323518781
-0.1857171458,0.04176195721
-0.2605564265,0.0184555726
-0.1345450775,0.0473256227
0.09099995555,0.0664404702
0.256320305,0.09806509073
0.2430881608,0.02983360038
0.3378524991,0.06419315764
0.1716723115,0.04301026787
0.08449341669,-0.0173086983
-0.006575366156,-0.04011679994
-0.07057979264,-0.05956039739
-0.1336721485,-0.06250446644
0.04618345041,0.001706970542
0.005423006783,0.004882027597
0.05247456453,-0.02448647661
0.121408343,-0.007228277232
0.06168394395,0.002249719734
-0.0553368324,-0.02310333782
-0.05160645719,-0.03075475778
-0.07190342991,-0.05027796837
-0.1500700409,-0.07064150297
-0.06846363093,-0.02086194943
0.04385188253,-0.01856201786
0.1073516982,-0.02187767165
-0.00562115027,-0.0330514415
0.1079796597,-0.03127064289
0.1964875613,-0.03343250852
0.1536790929,-0.04500196891
0.01068440589,-0.08204812724
0.1648836623,-0.043785796
0.04405116612,-0.1102627657
0.03568539672,-0.1543059473
0.1397619424,-0.1297649098
0.1669372918,-0.09328793442
0.1268768913,-0.1213145989
0.2385000587,-0.08212616942
0.08194237149,-0.1041128549
-0.183142238,-0.1169117992
-0.1345720073,-0.07651574415
-0.1614049991,-0.08980954659
-0.2162231085,-0.1313292336
-0.1986024424,-0.09187921928
-0.007912998757,-0.03662310464
-0.03998533661,-0.005404090774
0.04687980876,-0.008447255199
0.009532960659,-0.00143781477
-0.03337922207,0.01005033585
-0.1325388367,0
-0.13054903,0.01317141636
-0.3160957956,-0.01810435347
-0.3004129891,-0.01097077543
-0.2185847678,0.02271651633
-0.1488736227,0.04435316755
-0.1936580891,0.04488114767
-0.08301560249,0.09683986181
-0.157144694,0.07406221289
0.04758271499,0.1059451401
-0.052679296,0.105426303
-0.234134621,0.1188794411
-0.1648812822,0.09011469652
-0.04523576888,0.09093918528
-0.2741434041,0.02327110525
0.1503789632,0.05727398737
0.5086842953,0.1640329343
0.3346923489,0.07203112821
0.4140555553,0.03392769512
0.5147299723,0.0446289199
0.2770348998,-0.02967217382
0.2726990021,-0.07163761517
0.2558567487,-0.01918524072
0.2427530293,-0.02679435314
0.2207051205,-0.03873373968
0.223234004,-0.06059635446
0.2163477664,-0.1107697427
0.2125125291,-0.04273954065
0.04570634594,-0.1525929944
0.1250482466,-0.1515498981
0.1619760904,-0.1341518042
-0.103791659,-0.1826502339
0.2080110429,-0.06567919624
0.1807663465,-0.05674714507
0.1197344798,-0.09162858189
0.03981225413,-0.1341469667
-0.02323541743,-0.03185454518
-0.1446349071,-0.1012760077
-0.1186345654,-0.03329795017
-0.2181864392,-0.1084233052
-0.1725527508,-0.1366620801
0.0569303613,-0.0727311936
-0.08783643336,-0.08974301163
-0.03870970829,-0.03190181513
0.03402833456,-0.0045749222
-0.1944823401,-0.01700962342
-0.2922749086,-0.02281738919
-0.30033319,-0.01187981015
-0.2837681731,-0.04343451233
-0.3338286751,-0.027960815
-0.07486337083,0.01692803859
0.2168917549,0.01917290435
0.3391875357,0.03983385215
0.2434994727,0.03418712917
0.3212498929,0.04369261367
0.2174234508,0.005961952996
0.09665684184,-0.02384728393
0.1095656594,-0.05304986509
0.07275242267,-0.02318249302
0.001116279186,-0.0406513712
0.1438407623,-0.05594001588
0.1452379649,-0.05132961774
0.1839622463,-0.09321057927
0.1313246981,-0.06253220792
-0.04137997835,-0.05346825189
-0.05399599874,-0.151270217
-0.104333158,-0.139732101
-0.1810109406,-0.1928687871
0.01693060725,-0.1416645243
0.1237942173,-0.03590837555
-0.01534033832,-0.1055108803
0.007260757971,-0.07673582635
0.06281798489,-0.07300032931
0.04581426373,-0.0780385933
0.2137848262,-0.06289603514
0.2057481925,-0.04856689813
0.2063643003,-0.05857148596
0.2040196604,-0.07070757216
0.1142467854,-0.09416106722
0.1916802819,-0.09813496221
0.163692737,-0.07157289872
0.2836611583,-0.05385916967
0.2607427051,-0.05303688186
0.2822014944,-0.01797434012
-0.008022965671,-0.06533031093
0.1348363338,-0.03454032525
0.04162747181,-0.06233841829
0.06796194356,-0.0380004379
0.01193742046,-0.02139559089
0.1790557773,-0.01530642128
0.1588816171,-0.009170551972
0.1573752888,-0.002708979985
0.2186569673,0.02829622009
0.2868772434,0.06859053795
0.1396699118,0.0292019233
0.01440896481,0.04820001957
0.007729665983,0.04629485633
-0.01490601909,0.0136860164
-0.07571182174,0.01349548147
0.1088183857,0.02413739269
0.226348459,0.03699051863
0.1552266782,0.03556574063
0.08478815757,0.03358740732
0.1918832535,0.07041399658
0.05304772026,0.04174007813
-0.1332929283,0.04648207289
-0.1938053956,0.03757926183
-0.1579226072,0.03207834775
-0.1977627413,0.04532795644
-0.1893487517,0.0529429435
-0.01796359451,0.06298748581
0.1147324331,0.09091995534
0.04005502853,0.06559728249
0.0473461206,0.06330926468
0.1953087523,0.05063948593
0.2356559775,0.06287829926
0.1169223851,0.05148304411
0.217313165,0.05952292034
0.3898779233,0.05412477641
0.2272099751,0.01335133317
0.2047423198,-0.04351068444
0.2144619992,-0.04192561066
0.2208386684,-0.04816581834
0.07192942094,-0.05400845271
0.2460777294,-0.02280340514
0.282799365,-0.02671330253
0.4225749357,-0.009417502804
0.1975235646,-0.01683374735
0.1280774843,-0.02360784971
-0.1199005589,-0.02879054463
-0.6302295247,-0.003461027603
-0.9447269502,0.01108123287
-1.02319266,0.0114589178
-1.018902752,0.01436027945
-0.8102349095,0.007523298205
-0.3115098966,0.04850220339
-0.06273966238,0.1020849013
0.3966068564,0.196974513
0.51690118,0.2225675697
0.4392921858,0.1220436316
0.3427238701,0.1174697454
0.3229959675,0.09847063768
0.1494647065,0.04266014724
0.1005126124,0.04531610179
0.1333873938,0.07327454874
0.04102780524,0.04499850944
0.1205958002,0.0304068056
0.08415014471,0.03471507349
0.1086547731,0.0622066118
-0.07033485738,0.03394355348
0.03690157447,0.03624024253
-0.008952837052,0.02025543
-0.1524011764,0.01692848949
-0.07443839863,0.05838935773
0.09608414988,0.05612142013
0.1062724361,0.02893086841
0.1462118954,0.03240158837
0.2482972746,0.07704343382
0.192750088,0.0454679317
0.2704648267,0.03095398866
0.3034587587,0.02047612137
0.1167854808,0.02890624038
0.03443653528,0.06162588783
-0.01318335386,0.03923261208
-0.1837093259,0.01469657184
-0.3636079259,0.00743302797
-0.09717169714,0.01804458668
0.05047552141,0.026271032
0.03218290393,0.02313674782
0.1033542256,0.01719176077
0.3015065273,0.01030030461
0.1002827243,-0.005164078179
0.04395776635,-0.001495737428
-0.1329100278,0.005549683786
-0.1476729244,0.01571662413
-0.1954644258,0.01059095741
