ln(St) - ln(St-k),"ln(Ft,t-k) - ln(St-k)"
-0.1118483001,-0.05296553558
-0.1499811116,-0.000464360352
-0.1531649725,0.02001531303
-0.08260802333,0.05916407226
0.1731802855,0.06830297839
0.4702964979,0.06739033836
0.6469033127,0.04396832045
0.2542789577,-0.02783627493
-0.3144438115,-0.07241557876
-0.2141013874,-0.08250576311
-0.2921983212,0.01274341337
-0.3949718324,-0.06275857781
-0.09285266344,-0.07919194
0.08979108691,-0.03938774172
0.07363482334,-0.01333353087
-0.01926841887,-0.01878215579
0.02569634494,0.008482614483
0.07944390526,-0.001947420284
0.0250525514,-0.006478504843
0.0486618027,-0.01174889249
-0.03432045834,-0.011309779
-0.2007182409,-0.02075301459
-0.1279603476,-0.01784922916
-0.02328147482,0.003654402396
0.02817087697,0.01261846396
0.1099005154,0.01593236038
0.1286971958,0.009726209256
0.03533936645,0.0009587728443
-0.01091416018,-0.003171010585
-0.005571045049,-0.003246003314
-0.007342850798,-0.00826450985
-0.04086079105,-0.008415196925
-0.08755589102,-0.006469523489
-0.05584701302,0
0.01843140595,0.0005026388646
0.05487661023,0.009696427081
0.008845266515,0.004432413068
-0.003403844765,0.003392297898
-0.02076199145,0.01263993494
-0.08537431714,0.01306575568
-0.1130490041,0.01438160171
-0.03015845149,0.02411018255
0.04964204368,0.02540169708
-0.07785810822,0.02430581441
-0.1970111471,0.0105877114
-0.1773693005,0.02278801501
-0.01567634977,0.03063417597
0.02164133325,0.04417557458
-0.02668603988,0.004597709249
0.154545235,0.02455785078
0.213496082,0.01543136961
0.1364118555,-0.01550418654
0.1031735274,-0.02993571652
-0.09810188921,-0.04217810205
-0.09881384743,-0.03764559962
0.03524840432,0.00113830405
-0.01866135384,0.003799190458
-0.02392325497,-0.01495458498
0.01866135384,-0.003885655735
0.04028130784,-0.001690617478
0.04153951844,-0.01313647791
0.0973239824,-0.01471015357
-0.01471387554,-0.02375408601
-0.1580838216,-0.03393539205
-0.07300909331,-0.01010915765
0.02497292093,-0.01680711832
-0.001139601263,-0.01897153767
-0.01127407657,-0.02497292093
0.03583810181,-0.02132031203
0.1028062359,-0.02177736492
-0.02450011187,-0.02506396866
-0.0005116398167,-0.04552185363
0.190834635,-0.03091259306
0.08153753506,-0.06884666197
-0.08299691957,-0.1060335155
-0.01329554248,-0.08409966816
0.03285512042,-0.0572774969
0.06163636942,-0.07131734098
0.1772483113,-0.04507523175
0.0482549755,-0.04645581224
-0.02618059357,-0.04961084538
0.1044178874,-0.02691134625
0.01670184962,-0.03513643361
-0.2443939854,-0.0547104322
-0.1682594033,-0.04056322883
-0.004443354632,-0.02191322743
0.02276678619,-0.001470949027
-0.02049559372,-0.002477088212
-0.03608387572,0.006206751842
-0.009642297492,0.00503779403
0.05034945288,0.001488464676
0.07228508346,0.01115630232
-0.1007546245,-0.006631952304
-0.1781556731,0.002842256769
-0.1068121054,0.01657210376
-0.133207506,0.02186798664
-0.0975788757,0.01956333969
-0.003243596746,0.04495850507
-0.02661630668,0.03833331416
-0.08188542675,0.0653909842
-0.06734948574,0.0562808359
-0.06106548062,0.06087349153
0.1273547207,0.04000533461
0.07784909137,0.03896119384
-0.3636027627,0.006792245934
-0.1795514719,0.02601104891
0.1278333715,0.07880788554
0.01809259879,0.02863181267
0.2734638234,0.008590447205
0.4192249367,0.02017010695
0.00476191376,-0.007786801849
0.0332046315,-0.0343451582
0.1981302222,-0.00476191376
0.136443168,-0.004155850137
0.1771939665,-0.003904348542
-0.01641623733,-0.009086841262
0.003258658688,-0.0357180826
0.162978594,-0.003684941986
0.1169241427,-0.05948151778
0.1728366124,-0.06495527463
-0.02713771229,-0.06232197322
-0.1673827617,-0.09471883316
0.07551431153,-0.03249246927
0.2331938872,-0.02318830562
-0.05600329318,-0.03937239649
0.01889724018,-0.07339816495
0.1171752437,-0.008788046305
-0.01276225161,-0.04761332069
0.09223979478,-0.009775248905
